FileName,FeatureModel,VP,NoF,NLeaf,NM,NO,NA,NVF,NGF,SHoF,MHoF,SCDF,MCDF,NoFC,NoC,DoT,ADoT,RoV,BF,CoC,FoC
model_20091206_1647557456.xml,Mobile Game,5.0,10.0,6.0,1.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,0.4444444444444444,2.25,0.9,0.4
model_20091210_241985787.xml,Mobile Games,11.0,16.0,9.0,1.0,10.0,0.0,10.0,7.0,0.0,4.0,0.0,4.0,16.0,1.0,3.0,2.0,0.4666666666666667,2.142857142857143,1.0,0.625
model_20091210_993249741.xml,ATM Software,15.0,29.0,23.0,7.0,12.0,2.0,14.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,4.0,2.3043478260869565,0.21428571428571427,4.666666666666667,0.9655172413793104,0.41379310344827586
model_20091219_494647199.xml,E-portal,4.0,11.0,8.0,5.0,3.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.875,0.3,3.3333333333333335,0.9090909090909091,0.2727272727272727
model_20091225_1547989376.xml,Feature Model do Dominio de Agendamento,15.0,29.0,20.0,4.0,10.0,1.0,11.0,9.0,2.0,12.0,0.0,0.0,3.0,2.0,4.0,2.5,0.32142857142857145,3.111111111111111,1.0344827586206897,0.3448275862068966
model_20100106_985255768.xml,EC2,7.0,20.0,12.0,3.0,0.0,7.0,7.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,3.1666666666666665,0.42105263157894735,2.375,0.95,0.0
model_20100213_206550190.xml,Sienna,13.0,38.0,24.0,11.0,5.0,8.0,13.0,14.0,21.0,0.0,8.0,0.0,10.0,8.0,5.0,3.0,0.3783783783783784,2.642857142857143,1.1842105263157894,0.13157894736842105
model_20100216_713947806.xml,test_fm,3.0,12.0,10.0,8.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3,0.18181818181818182,5.5,0.9166666666666666,0.25
model_20100308_1032655961.xml,Cell Phone,7.0,15.0,9.0,5.0,5.0,1.0,6.0,6.0,2.0,2.0,0.0,2.0,4.0,2.0,5.0,2.4444444444444446,0.42857142857142855,2.3333333333333335,1.0666666666666667,0.3333333333333333
model_20100308_1355834007.xml,Context Feature Model,10.0,20.0,13.0,0.0,5.0,2.0,7.0,7.0,4.0,10.0,0.0,0.0,0.0,0.0,6.0,2.769230769230769,0.3684210526315789,2.7142857142857144,0.95,0.25
model_20100321_1548012375.xml,Project Portal Suite,14.0,18.0,15.0,3.0,14.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.8,0.17647058823529413,5.666666666666667,0.9444444444444444,0.7777777777777778
model_20100322_955726153.xml,Mobile Phone,8.0,20.0,13.0,9.0,6.0,1.0,7.0,7.0,2.0,2.0,0.0,0.0,2.0,1.0,4.0,2.3076923076923075,0.3684210526315789,2.7142857142857144,1.0,0.3
model_20100324_1996898492.xml,VOD feature model,5.0,11.0,8.0,5.0,5.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,1.375,0.3,3.3333333333333335,1.1818181818181819,0.45454545454545453
model_20100325_298677687.xml,VODPlayer,6.0,10.0,6.0,2.0,5.0,1.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.8333333333333333,0.4444444444444444,2.25,0.9,0.5
model_20100326_770562654.xml,Bicycle feature model,11.0,27.0,20.0,5.0,6.0,5.0,11.0,7.0,15.0,0.0,2.0,0.0,4.0,2.0,5.0,1.95,0.2692307692307692,3.7142857142857144,1.037037037037037,0.2222222222222222
model_20100412_337845737.xml,CIMS PL,0.0,10.0,8.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.2222222222222222,4.5,0.9,0.0
model_20100415_240595643.xml,Reference Management Softwares Feature Model,13.0,31.0,23.0,7.0,9.0,1.0,10.0,8.0,2.0,12.0,1.0,0.0,4.0,2.0,4.0,2.5217391304347827,0.26666666666666666,3.75,1.032258064516129,0.2903225806451613
model_20100415_947132043.xml,Reference Management Softwares Feature Model,14.0,31.0,23.0,6.0,10.0,1.0,11.0,8.0,2.0,12.0,1.0,5.0,14.0,7.0,4.0,2.5217391304347827,0.26666666666666666,3.75,1.1935483870967742,0.3225806451612903
model_20100416_811483774.xml,SoftwareClassification,7.0,16.0,12.0,0.0,0.0,6.0,6.0,4.0,13.0,2.0,0.0,0.0,0.0,0.0,8.0,3.4166666666666665,0.4444444444444444,2.25,0.5625,0.0
model_20100529_1010171189.xml,JCalc_LPS,9.0,22.0,17.0,5.0,6.0,3.0,9.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,1.8235294117647058,0.23809523809523808,4.2,0.9545454545454546,0.2727272727272727
model_20100607_746327867.xml,Stacja Pogodowa,7.0,20.0,13.0,4.0,1.0,4.0,5.0,7.0,9.0,5.0,0.0,0.0,0.0,0.0,5.0,2.3076923076923075,0.3888888888888889,2.5714285714285716,0.9,0.05
model_20100624_2076952989.xml,Small Graph Product Line,6.0,17.0,12.0,2.0,1.0,3.0,4.0,5.0,6.0,7.0,2.0,2.0,4.0,3.0,5.0,2.1666666666666665,0.35714285714285715,2.8,1.0,0.058823529411764705
model_20100625_251719781.xml,GoPhone Inc,15.0,16.0,10.0,0.0,15.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.4,2.5,0.9375,0.9375
model_20100712_329430908.xml,Card Product,10.0,20.0,14.0,9.0,10.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9285714285714286,0.3157894736842105,3.1666666666666665,0.95,0.5
model_20100719_944437142.xml,TV-Series Shirt,6.0,29.0,23.0,4.0,1.0,3.0,4.0,6.0,13.0,10.0,4.0,4.0,8.0,6.0,3.0,2.0,0.21428571428571427,4.666666666666667,1.1724137931034482,0.034482758620689655
model_20100730_1366577700.xml,Composicao_LO,25.0,32.0,25.0,6.0,25.0,0.0,25.0,7.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,1.96,0.22580645161290322,4.428571428571429,1.125,0.78125
model_20100805_1484639410.xml,GreenHouse_Control_and_Monitoring,15.0,31.0,21.0,15.0,15.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,2.9523809523809526,0.3333333333333333,3.0,1.096774193548387,0.4838709677419355
model_20100822_281357717.xml,Web Content Delivery,8.0,15.0,10.0,1.0,4.0,3.0,7.0,5.0,7.0,2.0,5.0,2.0,10.0,6.0,5.0,2.0,0.35714285714285715,2.8,1.3333333333333333,0.26666666666666666
model_20100824_837146809.xml,StoreFrontSystem,8.0,22.0,15.0,8.0,4.0,0.0,4.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,2.4,0.3333333333333333,3.0,0.9545454545454546,0.18181818181818182
model_20100829_787258873.xml,Plone Meeting,22.0,57.0,41.0,13.0,13.0,4.0,17.0,16.0,13.0,17.0,0.0,0.0,0.0,0.0,4.0,2.707317073170732,0.2857142857142857,3.5,0.9824561403508771,0.22807017543859648
model_20100830_561967343.xml,ELEC5619 - End User Model,6.0,32.0,22.0,24.0,5.0,1.0,6.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.772727272727273,0.3225806451612903,3.1,0.96875,0.15625
model_20100831_1378118837.xml,ELEC5619 - Tootawl's Model,7.0,35.0,22.0,20.0,3.0,1.0,4.0,13.0,4.0,7.0,0.0,0.0,0.0,0.0,6.0,3.3636363636363638,0.38235294117647056,2.6153846153846154,0.9714285714285714,0.08571428571428572
model_20100904_226530663.xml,Smart Home v2,15.0,38.0,25.0,14.0,10.0,0.0,10.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,4.0,2.32,0.35135135135135137,2.8461538461538463,0.9736842105263158,0.2631578947368421
model_20100904_330653656.xml,AvionFEatures,3.0,10.0,7.0,4.0,1.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.5714285714285714,0.3333333333333333,3.0,0.9,0.1
model_20100927_1382418986.xml,Phone sple,3.0,10.0,5.0,2.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,7.0,10.0,3.0,5.0,3.0,0.5555555555555556,1.8,1.2,0.0
model_20101020_1809093990.xml,Respaldo de base de datos (Poda),1.0,20.0,15.0,18.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.4,0.2631578947368421,3.8,0.95,0.05
model_20101024_1938793748.xml,Eclipse Platform,23.0,29.0,20.0,0.0,20.0,0.0,20.0,9.0,0.0,8.0,0.0,0.0,6.0,3.0,5.0,2.6,0.32142857142857145,3.111111111111111,1.0689655172413792,0.6896551724137931
model_20101104_260803083.xml,Asghar,4.0,11.0,7.0,2.0,1.0,1.0,2.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,5.0,2.2857142857142856,0.4,2.5,0.9090909090909091,0.09090909090909091
model_20101109_1698100628.xml,Coff Feature Model,8.0,15.0,11.0,2.0,5.0,0.0,5.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,1.8181818181818181,0.3333333333333333,3.0,0.8,0.3333333333333333
model_20101110_1749898936.xml,FIRE-ALARM,7.0,19.0,10.0,4.0,0.0,3.0,3.0,9.0,6.0,8.0,6.0,0.0,6.0,4.0,6.0,3.6,0.5,2.0,1.1578947368421053,0.0
model_20101111_156018899.xml,Eshop-ufrj,4.0,12.0,8.0,3.0,1.0,1.0,2.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,1.875,0.36363636363636365,2.75,0.9166666666666666,0.08333333333333333
model_20101111_1790887308.xml,Phone,7.0,10.0,7.0,2.0,7.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,1.7142857142857142,0.3333333333333333,3.0,1.2,0.7
model_20101112_864228137.xml,xtext,95.0,137.0,102.0,41.0,95.0,0.0,95.0,35.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,2.9411764705882355,0.25735294117647056,3.8857142857142857,1.0,0.6934306569343066
model_20101115_2000504462.xml,Reuso - UFRJ - Eclipse1,47.0,72.0,47.0,17.0,40.0,7.0,47.0,25.0,14.0,0.0,2.0,0.0,2.0,1.0,5.0,2.9361702127659575,0.373134328358209,2.68,0.9444444444444444,0.5555555555555556
model_20101116_1022976130.xml,SPL-Doctor Chat,14.0,34.0,24.0,5.0,7.0,1.0,8.0,10.0,2.0,19.0,0.0,0.0,0.0,0.0,4.0,2.0416666666666665,0.30303030303030304,3.3,0.9705882352941176,0.20588235294117646
model_20101117_1571856147.xml,Ökonomische Merkmale,3.0,10.0,6.0,3.0,1.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,2.5,0.4444444444444444,2.25,0.9,0.1
model_20101117_2128796258.xml,Car Selection,29.0,72.0,52.0,14.0,10.0,16.0,26.0,20.0,40.0,7.0,18.0,2.0,23.0,21.0,3.0,1.9230769230769231,0.2857142857142857,3.5,1.2638888888888888,0.1388888888888889
model_20101119_1472596180.xml,Mobile Phone,11.0,25.0,17.0,7.0,7.0,1.0,8.0,8.0,2.0,8.0,0.0,0.0,4.0,2.0,4.0,2.411764705882353,0.3333333333333333,3.0,1.04,0.28
model_20101120_2091447559.xml,Monitor Engine,9.0,20.0,13.0,10.0,2.0,5.0,7.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,4.0,2.8461538461538463,0.4666666666666667,2.142857142857143,0.75,0.1
model_20101123_920943759.xml,VMS,9.0,15.0,12.0,3.0,3.0,2.0,5.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,4.0,1.25,0.42857142857142855,2.3333333333333335,0.4666666666666667,0.2
model_20101124_661702924.xml,Test,4.0,15.0,11.0,4.0,1.0,2.0,3.0,4.0,5.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,0.36363636363636365,2.75,0.9333333333333333,0.06666666666666667
model_20101208_1056693380.xml,GMF_Eclipse_Reuso_UFRJ,1.0,25.0,18.0,23.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2916666666666667,3.4285714285714284,0.96,0.04
model_20110116_381192414.xml,Smart Home v2.2,36.0,60.0,36.0,14.0,30.0,1.0,31.0,24.0,2.0,13.0,2.0,0.0,4.0,2.0,6.0,2.611111111111111,0.4067796610169492,2.4583333333333335,1.0166666666666666,0.5
model_20110124_2116036381.xml,Car Software System,6.0,18.0,12.0,7.0,3.0,1.0,4.0,6.0,2.0,5.0,0.0,0.0,2.0,1.0,5.0,2.1666666666666665,0.375,2.6666666666666665,0.9444444444444444,0.16666666666666666
model_20110127_1318390760.xml,Tata Cars,4.0,13.0,8.0,5.0,2.0,1.0,3.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.4166666666666667,2.4,0.9230769230769231,0.15384615384615385
model_20110130_639381749.xml,Doorlopende reisverzekering,6.0,12.0,10.0,5.0,6.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.1,0.18181818181818182,5.5,0.9166666666666666,0.5
model_20110203_1382675896.xml,IDE4OCL,6.0,14.0,12.0,7.0,6.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.15384615384615385,6.5,0.9285714285714286,0.42857142857142855
model_20110203_2097159983.xml,IDE4OCL,8.0,18.0,15.0,7.0,7.0,0.0,7.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.8666666666666667,0.17647058823529413,5.666666666666667,0.9444444444444444,0.3888888888888889
model_20110207_1623721536.xml,PFTest,7.0,27.0,20.0,15.0,5.0,2.0,7.0,7.0,6.0,0.0,6.0,0.0,12.0,9.0,3.0,1.95,0.3181818181818182,3.142857142857143,1.1481481481481481,0.18518518518518517
model_20110207_906076676.xml,Dummy Car,3.0,12.0,9.0,4.0,0.0,3.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6666666666666667,0.42857142857142855,2.3333333333333335,0.5833333333333334,0.0
model_20110214_751339643.xml,PFTest1,13.0,56.0,40.0,21.0,5.0,7.0,12.0,16.0,19.0,10.0,19.0,10.0,37.0,90.0,5.0,2.5,0.2909090909090909,3.4375,2.5892857142857144,0.08928571428571429
model_20110216_1027109687.xml,WB2,7.0,12.0,9.0,0.0,5.0,0.0,5.0,3.0,0.0,6.0,0.0,4.0,6.0,4.0,3.0,1.6666666666666667,0.2727272727272727,3.6666666666666665,1.25,0.4166666666666667
model_20110216_608697455.xml,WB,8.0,14.0,12.0,1.0,6.0,0.0,6.0,2.0,0.0,6.0,0.0,4.0,6.0,4.0,3.0,1.25,0.15384615384615385,6.5,1.2142857142857142,0.42857142857142855
model_20110222_2078967171.xml,Smart Home-z,32.0,48.0,29.0,6.0,27.0,1.0,28.0,19.0,3.0,11.0,2.0,2.0,10.0,5.0,6.0,3.310344827586207,0.40425531914893614,2.473684210526316,1.0833333333333333,0.5625
model_20110301_216655728.xml,carpl,3.0,10.0,8.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.875,0.6666666666666666,1.5,0.3,0.1
model_20110306_314567479.xml,MiniTV,4.0,14.0,11.0,5.0,3.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,1.4545454545454546,0.2727272727272727,3.6666666666666665,0.7857142857142857,0.21428571428571427
model_20110310_1849309646.xml,VOTE4ME Serveur,7.0,23.0,15.0,5.0,0.0,3.0,3.0,8.0,6.0,11.0,0.0,0.0,0.0,0.0,7.0,2.6,0.36363636363636365,2.75,0.9565217391304348,0.0
model_20110318_225131257.xml,Venza,4.0,15.0,9.0,6.0,0.0,4.0,4.0,6.0,8.0,0.0,6.0,0.0,6.0,4.0,3.0,2.0,0.42857142857142855,2.3333333333333335,1.2,0.0
model_20110323_789959080.xml,SD Voter pattern feature model,7.0,15.0,11.0,2.0,3.0,3.0,6.0,4.0,7.0,2.0,0.0,0.0,2.0,1.0,4.0,1.7272727272727273,0.4,2.5,0.7333333333333333,0.2
model_20110328_1177934440.xml,Software Engineering Course,4.0,18.0,13.0,12.0,3.0,1.0,4.0,5.0,2.0,0.0,1.0,0.0,3.0,3.0,4.0,2.0,0.29411764705882354,3.4,1.1111111111111112,0.16666666666666666
model_20110329_10104623.xml,Consolas de Videojuegos,13.0,41.0,29.0,4.0,2.0,6.0,8.0,12.0,17.0,17.0,2.0,7.0,9.0,5.0,5.0,2.4827586206896552,0.3,3.3333333333333335,1.0975609756097562,0.04878048780487805
model_20110330_919429247.xml,Assistencia domiciliar,10.0,25.0,16.0,6.0,3.0,0.0,3.0,9.0,0.0,15.0,0.0,2.0,4.0,2.0,4.0,2.25,0.375,2.6666666666666665,1.04,0.12
model_20110401_868452735.xml,Carro Model,5.0,14.0,10.0,3.0,1.0,3.0,4.0,4.0,7.0,2.0,3.0,0.0,4.0,2.0,3.0,1.7,0.4444444444444444,2.25,0.7857142857142857,0.07142857142857142
model_20110406_1047532859.xml,Torrent Client,17.0,29.0,21.0,2.0,11.0,3.0,14.0,8.0,7.0,8.0,1.0,3.0,6.0,3.0,3.0,1.7619047619047619,0.2857142857142857,3.5,1.0689655172413792,0.3793103448275862
model_20110406_353034837.xml,Database Tool,14.0,40.0,32.0,6.0,7.0,2.0,9.0,8.0,7.0,19.0,0.0,0.0,0.0,0.0,3.0,1.90625,0.20512820512820512,4.875,0.975,0.175
model_20110406_656545830.xml,AudioPlayer,6.0,17.0,12.0,9.0,5.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.1666666666666665,0.3125,3.2,0.9411764705882353,0.29411764705882354
model_20110407_1283128166.xml,Video Player,26.0,53.0,33.0,14.0,17.0,0.0,17.0,20.0,0.0,21.0,0.0,0.0,4.0,2.0,5.0,3.121212121212121,0.38461538461538464,2.6,1.0188679245283019,0.32075471698113206
model_20110428_1131293346.xml,KIModel,4.0,13.0,9.0,8.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.6666666666666665,0.3333333333333333,3.0,0.9230769230769231,0.3076923076923077
model_20110428_553405269.xml,CD OD Semantic Variability,10.0,37.0,22.0,14.0,0.0,10.0,10.0,15.0,22.0,0.0,6.0,0.0,6.0,4.0,5.0,3.5454545454545454,0.4166666666666667,2.4,1.0810810810810811,0.0
model_20110507_674768061.xml,Meshing Tool Generator,19.0,40.0,28.0,6.0,8.0,6.0,14.0,12.0,11.0,14.0,4.0,5.0,10.0,17.0,3.0,1.9642857142857142,0.32432432432432434,3.0833333333333335,1.35,0.2
model_20110516_1331478109.xml,Billing,47.0,88.0,74.0,11.0,45.0,1.0,46.0,14.0,3.0,28.0,1.0,28.0,58.0,59.0,4.0,2.2972972972972974,0.16091954022988506,6.214285714285714,1.6590909090909092,0.5113636363636364
model_20110519_1142211980.xml,CTOS MODEL,5.0,14.0,9.0,6.0,4.0,1.0,5.0,5.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.38461538461538464,2.6,1.0,0.2857142857142857
model_20110519_503436691.xml,MyFeatureModel,4.0,11.0,6.0,2.0,1.0,1.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,6.0,2.6666666666666665,0.5,2.0,0.9090909090909091,0.09090909090909091
model_20110525_1619420630.xml,AndroidSPL,17.0,45.0,24.0,15.0,8.0,7.0,15.0,21.0,16.0,5.0,3.0,0.0,8.0,5.0,6.0,3.5416666666666665,0.4883720930232558,2.0476190476190474,1.0666666666666667,0.17777777777777778
model_20110525_564104612.xml,body comfort system,14.0,27.0,17.0,6.0,12.0,1.0,13.0,10.0,2.0,6.0,1.0,3.0,10.0,6.0,4.0,3.0,0.38461538461538464,2.6,1.1851851851851851,0.4444444444444444
model_20110525_928187171.xml,Mobile Phone until relase 5,4.0,14.0,10.0,9.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.4,0.3076923076923077,3.25,0.9285714285714286,0.2857142857142857
model_20110527_1847306763.xml,OW2-FraSCAti-1.4,41.0,63.0,48.0,18.0,39.0,2.0,41.0,15.0,5.0,0.0,0.0,0.0,36.0,46.0,5.0,3.0833333333333335,0.24193548387096775,4.133333333333334,1.7142857142857142,0.6190476190476191
model_20110601_1103941862.xml,Text Editor,5.0,12.0,7.0,4.0,4.0,1.0,5.0,5.0,3.0,0.0,0.0,0.0,3.0,2.0,5.0,2.857142857142857,0.45454545454545453,2.2,1.0833333333333333,0.3333333333333333
model_20110605_1465859222.xml,Mobile Media until relase 7,5.0,17.0,12.0,9.0,4.0,0.0,4.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.25,0.3125,3.2,0.9411764705882353,0.23529411764705882
model_20110622_260389190.xml,Adams Car,3.0,12.0,7.0,4.0,0.0,2.0,2.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,2.7142857142857144,0.45454545454545453,2.2,0.9166666666666666,0.0
model_20110704_328391695.xml,Printers,29.0,172.0,136.0,48.0,1.0,10.0,11.0,36.0,37.0,85.0,0.0,0.0,0.0,0.0,5.0,2.6838235294117645,0.21052631578947367,4.75,0.9941860465116279,0.005813953488372093
model_20110704_555218409.xml,SmartHome_vConejero_r1,1.0,11.0,10.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.0,0.9090909090909091,0.09090909090909091
model_20110712_1373520081.xml,bCMS system,20.0,66.0,44.0,33.0,12.0,6.0,18.0,22.0,13.0,7.0,0.0,0.0,3.0,2.0,6.0,3.1363636363636362,0.3384615384615385,2.9545454545454546,1.0151515151515151,0.18181818181818182
model_20110715_945252556.xml,RaaS,20.0,32.0,28.0,2.0,17.0,0.0,17.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,1.4285714285714286,0.12903225806451613,7.75,0.96875,0.53125
model_20110718_866950306.xml,Scheduler,3.0,20.0,17.0,12.0,1.0,1.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,1.6470588235294117,0.23076923076923078,4.333333333333333,0.65,0.05
model_20110722_419227445.xml,MobileMedia_Conejero,8.0,25.0,15.0,16.0,8.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.6666666666666665,0.4166666666666667,2.4,0.96,0.32
model_20110725_452580960.xml,Agenda,8.0,34.0,24.0,21.0,7.0,1.0,8.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,3.75,0.30303030303030304,3.3,0.9705882352941176,0.20588235294117646
model_20110809_1799855518.xml,Carros,9.0,25.0,18.0,3.0,3.0,6.0,9.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.2916666666666667,3.4285714285714284,0.96,0.12
model_20110823_1386366267.xml,Technical Solution Process,7.0,15.0,11.0,5.0,6.0,1.0,7.0,4.0,3.0,0.0,0.0,0.0,2.0,1.0,4.0,2.1818181818181817,0.2857142857142857,3.5,1.0,0.4
model_20110823_553386338.xml,Diagrama de Experimento,7.0,21.0,12.0,13.0,7.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.8333333333333335,0.45,2.2222222222222223,0.9523809523809523,0.3333333333333333
model_20110826_1180494500.xml,Linea de Experimentos,4.0,24.0,13.0,19.0,4.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.384615384615385,0.4782608695652174,2.090909090909091,0.9583333333333334,0.16666666666666666
model_20110826_1555954181.xml,Linea de Experimentos,4.0,24.0,13.0,19.0,4.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.384615384615385,0.4782608695652174,2.090909090909091,0.9583333333333334,0.16666666666666666
model_20110826_1574631601.xml,Linea de Experimentos,24.0,52.0,30.0,27.0,20.0,4.0,24.0,22.0,4.0,0.0,4.0,0.0,9.0,4.0,6.0,4.2,0.4583333333333333,2.1818181818181817,1.0,0.38461538461538464
model_20110826_1744501275.xml,Linea de Experimentos,4.0,24.0,13.0,19.0,4.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.384615384615385,0.4782608695652174,2.090909090909091,0.9583333333333334,0.16666666666666666
